Time,[s],,Analyzer,Name,,Decoded,Protocol,Result
0.114801,I2C,'254',(0xFE),+,ACK,,,
0.11501725,I2C,'245',(0xF5),+,ACK,,,
0.1152335,I2C,'255',(0xFF),+,ACK,,,
0.11544975,I2C,a,(0x61),+,NAK,,,
0.11582825,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.1160445,I2C,C,(0x43),+,ACK,,,
0.11629675,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.11651325,I2C,'255',(0xFF),+,ACK,,,
0.1167295,I2C,'137',(0x89),+,ACK,,,
0.11694575,I2C,'254',(0xFE),+,ACK,,,
0.11716175,I2C,'251',(0xFB),+,ACK,,,
0.11737825,I2C,'255',(0xFF),+,ACK,,,
0.11759425,I2C,m,(0x6D),+,NAK,,,
0.11797275,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.118189,I2C,C,(0x43),+,ACK,,,
0.11844125,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.1186575,I2C,'255',(0xFF),+,ACK,,,
0.11887375,I2C,|,(0x7C),+,ACK,,,
0.11909,I2C,'254',(0xFE),+,ACK,,,
0.11930625,I2C,'228',(0xE4),+,ACK,,,
0.1195225,I2C,'255',(0xFF),+,ACK,,,
0.11973875,I2C,z,(0x7A),+,NAK,,,
0.12011725,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.1203335,I2C,C,(0x43),+,ACK,,,
0.12058575,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.120802,I2C,'255',(0xFF),+,ACK,,,
0.12101825,I2C,w,(0x77),+,ACK,,,
0.1212345,I2C,'254',(0xFE),+,ACK,,,
0.12145075,I2C,'212',(0xD4),+,ACK,,,
0.121667,I2C,'255',(0xFF),+,ACK,,,
0.121883,I2C,[,(0x5B),+,NAK,,,
0.1222615,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.12247775,I2C,C,(0x43),+,ACK,,,
0.12273,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.12294625,I2C,'255',(0xFF),+,ACK,,,
0.1231625,I2C,q,(0x71),+,ACK,,,
0.1233785,I2C,'254',(0xFE),+,ACK,,,
0.12359475,I2C,'198',(0xC6),+,ACK,,,
0.123811,I2C,'255',(0xFF),+,ACK,,,
0.12402725,I2C,r,(0x72),+,NAK,,,
0.12440575,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.124622,I2C,C,(0x43),+,ACK,,,
0.12487425,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.12509075,I2C,'255',(0xFF),+,ACK,,,
0.125307,I2C,r,(0x72),+,ACK,,,
0.12552325,I2C,'254',(0xFE),+,ACK,,,
0.1257395,I2C,'212',(0xD4),+,ACK,,,
0.12595575,I2C,'255',(0xFF),+,ACK,,,
0.126172,I2C,d,(0x64),+,NAK,,,
0.1265505,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.12676675,I2C,C,(0x43),+,ACK,,,
0.127019,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.12723525,I2C,'255',(0xFF),+,ACK,,,
0.1274515,I2C,f,(0x66),+,ACK,,,
0.12766775,I2C,'254',(0xFE),+,ACK,,,
0.12788425,I2C,'246',(0xF6),+,ACK,,,
0.1281005,I2C,'255',(0xFF),+,ACK,,,
0.12831675,I2C,'135',(0x87),+,NAK,,,
0.128695,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.1289115,I2C,C,(0x43),+,ACK,,,
0.12916375,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.12938,I2C,'255',(0xFF),+,ACK,,,
0.12959625,I2C,u,(0x75),+,ACK,,,
0.1298125,I2C,'254',(0xFE),+,ACK,,,
0.130029,I2C,'248',(0xF8),+,ACK,,,
0.13024525,I2C,'255',(0xFF),+,ACK,,,
0.1304615,I2C,p,(0x70),+,NAK,,,
0.13084,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.13105625,I2C,C,(0x43),+,ACK,,,
0.1313085,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.131525,I2C,'255',(0xFF),+,ACK,,,
0.13174125,I2C,\,(0x5C),+,ACK,,,
0.1319575,I2C,'254',(0xFE),+,ACK,,,
0.13217375,I2C,'237',(0xED),+,ACK,,,
0.13239,I2C,'255',(0xFF),+,ACK,,,
0.13260625,I2C,s,(0x73),+,NAK,,,
0.13298475,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.13320125,I2C,C,(0x43),+,ACK,,,
0.1334535,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.13366975,I2C,'255',(0xFF),+,ACK,,,
0.133886,I2C,a,(0x61),+,ACK,,,
0.13410225,I2C,'254',(0xFE),+,ACK,,,
0.1343185,I2C,'221',(0xDD),+,ACK,,,
0.13453475,I2C,'255',(0xFF),+,ACK,,,
0.134751,I2C,r,(0x72),+,NAK,,,
0.13512975,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.135346,I2C,C,(0x43),+,ACK,,,
0.13559825,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.13581475,I2C,'255',(0xFF),+,ACK,,,
0.136031,I2C,'129',(0x81),+,ACK,,,
0.13624725,I2C,'254',(0xFE),+,ACK,,,
0.1364635,I2C,'238',(0xEE),+,ACK,,,
0.13667975,I2C,'255',(0xFF),+,ACK,,,
0.136896,I2C,p,(0x70),+,NAK,,,
0.1372745,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.13749075,I2C,C,(0x43),+,ACK,,,
0.13774325,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.13795925,I2C,'255',(0xFF),+,ACK,,,
0.1381755,I2C,'139',(0x8B),+,ACK,,,
0.138392,I2C,'254',(0xFE),+,ACK,,,
0.13860825,I2C,'238',(0xEE),+,ACK,,,
0.1388245,I2C,'255',(0xFF),+,ACK,,,
0.13904075,I2C,[,(0x5B),+,NAK,,,
0.13941925,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.1396355,I2C,C,(0x43),+,ACK,,,
0.139888,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.140104,I2C,'255',(0xFF),+,ACK,,,
0.1403205,I2C,z,(0x7A),+,ACK,,,
0.1405365,I2C,'254',(0xFE),+,ACK,,,
0.14075275,I2C,'244',(0xF4),+,ACK,,,
0.140969,I2C,'255',(0xFF),+,ACK,,,
0.14118525,I2C,Z,(0x5A),+,NAK,,,
0.14156375,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.14178,I2C,C,(0x43),+,ACK,,,
0.14203225,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.14224875,I2C,'255',(0xFF),+,ACK,,,
0.142465,I2C,p,(0x70),+,ACK,,,
0.14268125,I2C,'254',(0xFE),+,ACK,,,
0.1428975,I2C,'228',(0xE4),+,ACK,,,
0.14311375,I2C,'255',(0xFF),+,ACK,,,
0.14333025,I2C,a,(0x61),+,NAK,,,
0.14370875,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.143925,I2C,C,(0x43),+,ACK,,,
0.14417725,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.1443935,I2C,'255',(0xFF),+,ACK,,,
0.14460975,I2C,U,(0x55),+,ACK,,,
0.144826,I2C,'254',(0xFE),+,ACK,,,
0.14504225,I2C,'212',(0xD4),+,ACK,,,
0.1452585,I2C,'255',(0xFF),+,ACK,,,
0.145475,I2C,T,(0x54),+,NAK,,,
0.14585325,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.1460695,I2C,C,(0x43),+,ACK,,,
0.14632175,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.146538,I2C,'255',(0xFF),+,ACK,,,
0.14675425,I2C,r,(0x72),+,ACK,,,
0.1469705,I2C,'254',(0xFE),+,ACK,,,
0.14718675,I2C,'227',(0xE3),+,ACK,,,
0.147403,I2C,'255',(0xFF),+,ACK,,,
0.14761925,I2C,r,(0x72),+,NAK,,,
0.14799775,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.148214,I2C,C,(0x43),+,ACK,,,
0.14846625,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.1486825,I2C,'255',(0xFF),+,ACK,,,
0.14889875,I2C,m,(0x6D),+,ACK,,,
0.149115,I2C,'254',(0xFE),+,ACK,,,
0.14933125,I2C,'238',(0xEE),+,ACK,,,
0.1495475,I2C,'255',(0xFF),+,ACK,,,
0.14976375,I2C,'129',(0x81),+,NAK,,,
0.15014225,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.1503585,I2C,C,(0x43),+,ACK,,,
0.15061075,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.150827,I2C,'255',(0xFF),+,ACK,,,
0.15104325,I2C,'147',(0x93),+,ACK,,,
0.1512595,I2C,'254',(0xFE),+,ACK,,,
0.15147575,I2C,'245',(0xF5),+,ACK,,,
0.151692,I2C,'255',(0xFF),+,ACK,,,
0.15190825,I2C,`,(0x60),+,NAK,,,
0.15228675,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.152503,I2C,C,(0x43),+,ACK,,,
0.15275525,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.1529715,I2C,'255',(0xFF),+,ACK,,,
0.15318775,I2C,l,(0x6C),+,ACK,,,
0.153404,I2C,'254',(0xFE),+,ACK,,,
0.15362,I2C,'237',(0xED),+,ACK,,,
0.1538365,I2C,'255',(0xFF),+,ACK,,,
0.1540525,I2C,i,(0x69),+,NAK,,,
0.154431,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.15464725,I2C,C,(0x43),+,ACK,,,
0.1548995,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.15511575,I2C,'255',(0xFF),+,ACK,,,
0.155332,I2C,],(0x5D),+,ACK,,,
0.15554825,I2C,'255',(0xFF),+,ACK,,,
0.1557645,I2C,'11',(0x0B),+,ACK,,,
0.15598075,I2C,'255',(0xFF),+,ACK,,,
0.156197,I2C,^,(0x5E),+,NAK,,,
0.1565755,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.15679175,I2C,C,(0x43),+,ACK,,,
0.157044,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.15726025,I2C,'255',(0xFF),+,ACK,,,
0.1574765,I2C,t,(0x74),+,ACK,,,
0.15769275,I2C,'254',(0xFE),+,ACK,,,
0.157909,I2C,'198',(0xC6),+,ACK,,,
0.15812525,I2C,'255',(0xFF),+,ACK,,,
0.1583415,I2C,Z,(0x5A),+,NAK,,,
0.15872,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.158936,I2C,C,(0x43),+,ACK,,,
0.1591885,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.15940475,I2C,'255',(0xFF),+,ACK,,,
0.159621,I2C,i,(0x69),+,ACK,,,
0.15983725,I2C,'254',(0xFE),+,ACK,,,
0.1600535,I2C,'204',(0xCC),+,ACK,,,
0.16026975,I2C,'255',(0xFF),+,ACK,,,
0.160486,I2C,p,(0x70),+,NAK,,,
0.16086425,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.16108075,I2C,C,(0x43),+,ACK,,,
0.161333,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.16154925,I2C,'255',(0xFF),+,ACK,,,
0.1617655,I2C,g,(0x67),+,ACK,,,
0.16198175,I2C,'254',(0xFE),+,ACK,,,
0.162198,I2C,'239',(0xEF),+,ACK,,,
0.16241425,I2C,'255',(0xFF),+,ACK,,,
0.1626305,I2C,],(0x5D),+,NAK,,,
0.163009,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.16322525,I2C,C,(0x43),+,ACK,,,
0.1634775,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.16369375,I2C,'255',(0xFF),+,ACK,,,
0.16391,I2C,b,(0x62),+,ACK,,,
0.16412625,I2C,'254',(0xFE),+,ACK,,,
0.1643425,I2C,'234',(0xEA),+,ACK,,,
0.16455875,I2C,'255',(0xFF),+,ACK,,,
0.164775,I2C,n,(0x6E),+,NAK,,,
0.1651535,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.16536975,I2C,C,(0x43),+,ACK,,,
0.165622,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.16583825,I2C,'255',(0xFF),+,ACK,,,
0.1660545,I2C,c,(0x63),+,ACK,,,
0.16627075,I2C,'254',(0xFE),+,ACK,,,
0.166487,I2C,'220',(0xDC),+,ACK,,,
0.16670325,I2C,'255',(0xFF),+,ACK,,,
0.1669195,I2C,[,(0x5B),+,NAK,,,
0.167298,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.16751425,I2C,C,(0x43),+,ACK,,,
0.1677665,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.16798275,I2C,'255',(0xFF),+,ACK,,,
0.168199,I2C,g,(0x67),+,ACK,,,
0.16841525,I2C,'254',(0xFE),+,ACK,,,
0.1686315,I2C,'235',(0xEB),+,ACK,,,
0.16884775,I2C,'255',(0xFF),+,ACK,,,
0.169064,I2C,l,(0x6C),+,NAK,,,
0.1694425,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.16965875,I2C,C,(0x43),+,ACK,,,
0.169911,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.17012725,I2C,'255',(0xFF),+,ACK,,,
0.1703435,I2C,\,(0x5C),+,ACK,,,
0.17055975,I2C,'254',(0xFE),+,ACK,,,
0.170776,I2C,'229',(0xE5),+,ACK,,,
0.17099225,I2C,'255',(0xFF),+,ACK,,,
0.1712085,I2C,Q,(0x51),+,NAK,,,
0.17158675,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.171803,I2C,C,(0x43),+,ACK,,,
0.1720555,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.17227175,I2C,'255',(0xFF),+,ACK,,,
0.172488,I2C,'132',(0x84),+,ACK,,,
0.17270425,I2C,'254',(0xFE),+,ACK,,,
0.1729205,I2C,'238',(0xEE),+,ACK,,,
0.17313675,I2C,'255',(0xFF),+,ACK,,,
0.173353,I2C,\,(0x5C),+,NAK,,,
0.1737315,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.17394775,I2C,C,(0x43),+,ACK,,,
0.17420025,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.1744165,I2C,'255',(0xFF),+,ACK,,,
0.17463275,I2C,u,(0x75),+,ACK,,,
0.174849,I2C,'254',(0xFE),+,ACK,,,
0.17506525,I2C,'207',(0xCF),+,ACK,,,
0.1752815,I2C,'255',(0xFF),+,ACK,,,
0.175498,I2C,[,(0x5B),+,NAK,,,
0.17587625,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.1760925,I2C,C,(0x43),+,ACK,,,
0.176345,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.176561,I2C,'255',(0xFF),+,ACK,,,
0.1767775,I2C,v,(0x76),+,ACK,,,
0.17699375,I2C,'254',(0xFE),+,ACK,,,
0.17721,I2C,'234',(0xEA),+,ACK,,,
0.17742625,I2C,'255',(0xFF),+,ACK,,,
0.17764275,I2C,I,(0x49),+,NAK,,,
0.17802125,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.1782375,I2C,C,(0x43),+,ACK,,,
0.17849,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.178706,I2C,'255',(0xFF),+,ACK,,,
0.1789225,I2C,w,(0x77),+,ACK,,,
0.17913875,I2C,'254',(0xFE),+,ACK,,,
0.179355,I2C,'220',(0xDC),+,ACK,,,
0.17957125,I2C,'255',(0xFF),+,ACK,,,
0.1797875,I2C,U,(0x55),+,NAK,,,
0.180166,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.18038225,I2C,C,(0x43),+,ACK,,,
0.1806345,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.18085075,I2C,'255',(0xFF),+,ACK,,,
0.181067,I2C,~,(0x7E),+,ACK,,,
0.18128325,I2C,'254',(0xFE),+,ACK,,,
0.1814995,I2C,'224',(0xE0),+,ACK,,,
0.1817155,I2C,'255',(0xFF),+,ACK,,,
0.181932,I2C,e,(0x65),+,NAK,,,
0.1823105,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.18252675,I2C,C,(0x43),+,ACK,,,
0.182779,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.1829955,I2C,'255',(0xFF),+,ACK,,,
0.1832115,I2C,'137',(0x89),+,ACK,,,
0.18342775,I2C,'254',(0xFE),+,ACK,,,
0.183644,I2C,'251',(0xFB),+,ACK,,,
0.1838605,I2C,'255',(0xFF),+,ACK,,,
0.18407675,I2C,W,(0x57),+,NAK,,,
0.184455,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.18467125,I2C,C,(0x43),+,ACK,,,
0.18492375,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.18514,I2C,'255',(0xFF),+,ACK,,,
0.18535625,I2C,'145',(0x91),+,ACK,,,
0.1855725,I2C,'254',(0xFE),+,ACK,,,
0.18578875,I2C,'249',(0xF9),+,ACK,,,
0.186005,I2C,'255',(0xFF),+,ACK,,,
0.18622125,I2C,S,(0x53),+,NAK,,,
0.18659975,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.18681575,I2C,C,(0x43),+,ACK,,,
0.18706825,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.1872845,I2C,'255',(0xFF),+,ACK,,,
0.18750075,I2C,'130',(0x82),+,ACK,,,
0.187717,I2C,'254',(0xFE),+,ACK,,,
0.18793325,I2C,'225',(0xE1),+,ACK,,,
0.1881495,I2C,'255',(0xFF),+,ACK,,,
0.18836575,I2C,e,(0x65),+,NAK,,,
0.18874425,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.1889605,I2C,C,(0x43),+,ACK,,,
0.18921275,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.189429,I2C,'255',(0xFF),+,ACK,,,
0.18964525,I2C,y,(0x79),+,ACK,,,
0.1898615,I2C,'254',(0xFE),+,ACK,,,
0.19007775,I2C,'231',(0xE7),+,ACK,,,
0.190294,I2C,'255',(0xFF),+,ACK,,,
0.19051025,I2C,\,(0x5C),+,NAK,,,
0.19088875,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.191105,I2C,C,(0x43),+,ACK,,,
0.1913575,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.19157375,I2C,'255',(0xFF),+,ACK,,,
0.19179,I2C,'128',(0x80),+,ACK,,,
0.19200625,I2C,'254',(0xFE),+,ACK,,,
0.1922225,I2C,'226',(0xE2),+,ACK,,,
0.19243875,I2C,'255',(0xFF),+,ACK,,,
0.192655,I2C,m,(0x6D),+,NAK,,,
0.1930335,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.19324975,I2C,C,(0x43),+,ACK,,,
0.193502,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.19371825,I2C,'255',(0xFF),+,ACK,,,
0.1939345,I2C,'131',(0x83),+,ACK,,,
0.19415075,I2C,'254',(0xFE),+,ACK,,,
0.194367,I2C,'218',(0xDA),+,ACK,,,
0.19458325,I2C,'255',(0xFF),+,ACK,,,
0.1947995,I2C,o,(0x6F),+,NAK,,,
0.19517775,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.19539425,I2C,C,(0x43),+,ACK,,,
0.1956465,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.1958625,I2C,'255',(0xFF),+,ACK,,,
0.19607875,I2C,f,(0x66),+,ACK,,,
0.196295,I2C,'254',(0xFE),+,ACK,,,
0.19651125,I2C,'244',(0xF4),+,ACK,,,
0.1967275,I2C,'255',(0xFF),+,ACK,,,
0.19694375,I2C,e,(0x65),+,NAK,,,
0.19732225,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.1975385,I2C,C,(0x43),+,ACK,,,
0.19779075,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.198007,I2C,'255',(0xFF),+,ACK,,,
0.19822325,I2C,a,(0x61),+,ACK,,,
0.1984395,I2C,'254',(0xFE),+,ACK,,,
0.19865575,I2C,'226',(0xE2),+,ACK,,,
0.198872,I2C,'255',(0xFF),+,ACK,,,
0.19908825,I2C,k,(0x6B),+,NAK,,,
0.19946675,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.199683,I2C,C,(0x43),+,ACK,,,
0.19993525,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.20015175,I2C,'255',(0xFF),+,ACK,,,
0.200368,I2C,'132',(0x84),+,ACK,,,
0.20058425,I2C,'254',(0xFE),+,ACK,,,
0.20080025,I2C,'230',(0xE6),+,ACK,,,
0.2010165,I2C,'255',(0xFF),+,ACK,,,
0.20123275,I2C,L,(0x4C),+,NAK,,,
0.20161125,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.2018275,I2C,C,(0x43),+,ACK,,,
0.20207975,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.20229625,I2C,'255',(0xFF),+,ACK,,,
0.20251225,I2C,s,(0x73),+,ACK,,,
0.20272875,I2C,'254',(0xFE),+,ACK,,,
0.20294475,I2C,'217',(0xD9),+,ACK,,,
0.203161,I2C,'255',(0xFF),+,ACK,,,
0.20337725,I2C,h,(0x68),+,NAK,,,
0.20375575,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.203972,I2C,C,(0x43),+,ACK,,,
0.20422425,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.2044405,I2C,'255',(0xFF),+,ACK,,,
0.20465675,I2C,x,(0x78),+,ACK,,,
0.204873,I2C,'255',(0xFF),+,ACK,,,
0.20508925,I2C,'15',(0x0F),+,ACK,,,
0.2053055,I2C,'255',(0xFF),+,ACK,,,
0.20552175,I2C,s,(0x73),+,NAK,,,
0.20590025,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.20611625,I2C,C,(0x43),+,ACK,,,
0.20636875,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.20658475,I2C,'255',(0xFF),+,ACK,,,
0.206801,I2C,g,(0x67),+,ACK,,,
0.2070175,I2C,'254',(0xFE),+,ACK,,,
0.20723375,I2C,'222',(0xDE),+,ACK,,,
0.20744975,I2C,'255',(0xFF),+,ACK,,,
0.207666,I2C,t,(0x74),+,NAK,,,
0.2080445,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.20826075,I2C,C,(0x43),+,ACK,,,
0.208513,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.20872925,I2C,'255',(0xFF),+,ACK,,,
0.2089455,I2C,u,(0x75),+,ACK,,,
0.20916175,I2C,'254',(0xFE),+,ACK,,,
0.209378,I2C,'214',(0xD6),+,ACK,,,
0.20959425,I2C,'255',(0xFF),+,ACK,,,
0.20981075,I2C,x,(0x78),+,NAK,,,
0.210189,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.21040525,I2C,C,(0x43),+,ACK,,,
0.21065775,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.210874,I2C,'255',(0xFF),+,ACK,,,
0.21109025,I2C,r,(0x72),+,ACK,,,
0.2113065,I2C,'254',(0xFE),+,ACK,,,
0.21152275,I2C,'207',(0xCF),+,ACK,,,
0.211739,I2C,'255',(0xFF),+,ACK,,,
0.21195525,I2C,O,(0x4F),+,NAK,,,
0.21233375,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.21255,I2C,C,(0x43),+,ACK,,,
0.21280225,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.2130185,I2C,'255',(0xFF),+,ACK,,,
0.21323475,I2C,t,(0x74),+,ACK,,,
0.213451,I2C,'254',(0xFE),+,ACK,,,
0.21366725,I2C,'205',(0xCD),+,ACK,,,
0.2138835,I2C,'255',(0xFF),+,ACK,,,
0.21409975,I2C,Y,(0x59),+,NAK,,,
0.21447825,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.2146945,I2C,C,(0x43),+,ACK,,,
0.21494675,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.215163,I2C,'255',(0xFF),+,ACK,,,
0.21537925,I2C,i,(0x69),+,ACK,,,
0.2155955,I2C,'254',(0xFE),+,ACK,,,
0.21581175,I2C,'232',(0xE8),+,ACK,,,
0.21602825,I2C,'255',(0xFF),+,ACK,,,
0.2162445,I2C,b,(0x62),+,NAK,,,
0.216623,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.21683925,I2C,C,(0x43),+,ACK,,,
0.2170915,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.21730775,I2C,'255',(0xFF),+,ACK,,,
0.217524,I2C,'128',(0x80),+,ACK,,,
0.21774025,I2C,'255',(0xFF),+,ACK,,,
0.2179565,I2C,'4',(0x04),+,ACK,,,
0.218173,I2C,'255',(0xFF),+,ACK,,,
0.21838925,I2C,t,(0x74),+,NAK,,,
0.21876775,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.218984,I2C,C,(0x43),+,ACK,,,
0.21923625,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.2194525,I2C,'255',(0xFF),+,ACK,,,
0.21966875,I2C,'132',(0x84),+,ACK,,,
0.219885,I2C,'254',(0xFE),+,ACK,,,
0.22010125,I2C,'236',(0xEC),+,ACK,,,
0.2203175,I2C,'255',(0xFF),+,ACK,,,
0.22053375,I2C,a,(0x61),+,NAK,,,
0.22091225,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.2211285,I2C,C,(0x43),+,ACK,,,
0.22138075,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.221597,I2C,'255',(0xFF),+,ACK,,,
0.22181325,I2C,g,(0x67),+,ACK,,,
0.2220295,I2C,'254',(0xFE),+,ACK,,,
0.22224575,I2C,'214',(0xD6),+,ACK,,,
0.22246225,I2C,'255',(0xFF),+,ACK,,,
0.2226785,I2C,d,(0x64),+,NAK,,,
0.22305675,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.223273,I2C,C,(0x43),+,ACK,,,
0.22352525,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.22374175,I2C,'255',(0xFF),+,ACK,,,
0.223958,I2C,m,(0x6D),+,ACK,,,
0.22417425,I2C,'254',(0xFE),+,ACK,,,
0.22439025,I2C,'225',(0xE1),+,ACK,,,
0.22460675,I2C,'255',(0xFF),+,ACK,,,
0.224823,I2C,h,(0x68),+,NAK,,,
0.22520125,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.2254175,I2C,C,(0x43),+,ACK,,,
0.22567,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.22588625,I2C,'255',(0xFF),+,ACK,,,
0.2261025,I2C,Z,(0x5A),+,ACK,,,
0.22631875,I2C,'254',(0xFE),+,ACK,,,
0.226535,I2C,'233',(0xE9),+,ACK,,,
0.22675125,I2C,'255',(0xFF),+,ACK,,,
0.22696725,I2C,h,(0x68),+,NAK,,,
0.22734575,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.227562,I2C,C,(0x43),+,ACK,,,
0.22781425,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.2280305,I2C,'255',(0xFF),+,ACK,,,
0.22824675,I2C,q,(0x71),+,ACK,,,
0.228463,I2C,'254',(0xFE),+,ACK,,,
0.22867925,I2C,'220',(0xDC),+,ACK,,,
0.2288955,I2C,'255',(0xFF),+,ACK,,,
0.22911175,I2C,\,(0x5C),+,NAK,,,
0.22949,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
0.2297065,I2C,C,(0x43),+,ACK,,,
0.22995875,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
0.230175,I2C,'255',(0xFF),+,ACK,,,
0.23039125,I2C,s,(0x73),+,ACK,,,
