Time,[s],,Analyzer,Name,,Decoded,Protocol,Result
1.66941725,I2C,},(0x7D),+,ACK,,,
1.6696335,I2C,'254',(0xFE),+,ACK,,,
1.66985,I2C,'233',(0xE9),+,ACK,,,
1.67006625,I2C,'255',(0xFF),+,ACK,,,
1.6702825,I2C,[,(0x5B),+,NAK,,,
1.67066125,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.67087775,I2C,C,(0x43),+,ACK,,,
1.67113,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.67134625,I2C,'255',(0xFF),+,ACK,,,
1.67156275,I2C,_,(0x5F),+,ACK,,,
1.671779,I2C,'254',(0xFE),+,ACK,,,
1.67199525,I2C,'239',(0xEF),+,ACK,,,
1.6722115,I2C,'255',(0xFF),+,ACK,,,
1.67242775,I2C,c,(0x63),+,NAK,,,
1.67280625,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.67302275,I2C,C,(0x43),+,ACK,,,
1.673275,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.67349125,I2C,'255',(0xFF),+,ACK,,,
1.6737075,I2C,m,(0x6D),+,ACK,,,
1.67392375,I2C,'254',(0xFE),+,ACK,,,
1.67414,I2C,'251',(0xFB),+,ACK,,,
1.67435625,I2C,'255',(0xFF),+,ACK,,,
1.6745725,I2C,a,(0x61),+,NAK,,,
1.674951,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.67516725,I2C,C,(0x43),+,ACK,,,
1.67541975,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.675636,I2C,'255',(0xFF),+,ACK,,,
1.67585225,I2C,'128',(0x80),+,ACK,,,
1.6760685,I2C,'254',(0xFE),+,ACK,,,
1.67628475,I2C,'253',(0xFD),+,ACK,,,
1.676501,I2C,'255',(0xFF),+,ACK,,,
1.67671725,I2C,\,(0x5C),+,NAK,,,
1.67709575,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.677312,I2C,C,(0x43),+,ACK,,,
1.67756425,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.6777805,I2C,'255',(0xFF),+,ACK,,,
1.67799675,I2C,x,(0x78),+,ACK,,,
1.678213,I2C,'254',(0xFE),+,ACK,,,
1.67842925,I2C,'233',(0xE9),+,ACK,,,
1.6786455,I2C,'255',(0xFF),+,ACK,,,
1.67886175,I2C,h,(0x68),+,NAK,,,
1.67924025,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.6794565,I2C,C,(0x43),+,ACK,,,
1.679709,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.67992525,I2C,'255',(0xFF),+,ACK,,,
1.6801415,I2C,'147',(0x93),+,ACK,,,
1.680358,I2C,'254',(0xFE),+,ACK,,,
1.68057425,I2C,'223',(0xDF),+,ACK,,,
1.68079025,I2C,'255',(0xFF),+,ACK,,,
1.6810065,I2C,c,(0x63),+,NAK,,,
1.681385,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.68160125,I2C,C,(0x43),+,ACK,,,
1.68185375,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.68206975,I2C,'255',(0xFF),+,ACK,,,
1.682286,I2C,j,(0x6A),+,ACK,,,
1.6825025,I2C,'254',(0xFE),+,ACK,,,
1.68271875,I2C,'239',(0xEF),+,ACK,,,
1.682935,I2C,'255',(0xFF),+,ACK,,,
1.68315125,I2C,Y,(0x59),+,NAK,,,
1.68352975,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.683746,I2C,C,(0x43),+,ACK,,,
1.68399825,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.6842145,I2C,'255',(0xFF),+,ACK,,,
1.68443075,I2C,n,(0x6E),+,ACK,,,
1.684647,I2C,'254',(0xFE),+,ACK,,,
1.68486325,I2C,'221',(0xDD),+,ACK,,,
1.6850795,I2C,'255',(0xFF),+,ACK,,,
1.685296,I2C,S,(0x53),+,NAK,,,
1.68567425,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.6858905,I2C,C,(0x43),+,ACK,,,
1.68614275,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.686359,I2C,'255',(0xFF),+,ACK,,,
1.6865755,I2C,s,(0x73),+,ACK,,,
1.68679175,I2C,'254',(0xFE),+,ACK,,,
1.687008,I2C,'252',(0xFC),+,ACK,,,
1.68722425,I2C,'255',(0xFF),+,ACK,,,
1.6874405,I2C,V,(0x56),+,NAK,,,
1.687819,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.68803525,I2C,C,(0x43),+,ACK,,,
1.6882875,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.68850375,I2C,'255',(0xFF),+,ACK,,,
1.68872,I2C,'154',(0x9A),+,ACK,,,
1.68893625,I2C,'254',(0xFE),+,ACK,,,
1.6891525,I2C,'203',(0xCB),+,ACK,,,
1.68936875,I2C,'255',(0xFF),+,ACK,,,
1.689585,I2C,I,(0x49),+,NAK,,,
1.6899635,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.69017975,I2C,C,(0x43),+,ACK,,,
1.69043225,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.6906485,I2C,'255',(0xFF),+,ACK,,,
1.69086475,I2C,z,(0x7A),+,ACK,,,
1.691081,I2C,'254',(0xFE),+,ACK,,,
1.69129725,I2C,'232',(0xE8),+,ACK,,,
1.6915135,I2C,'255',(0xFF),+,ACK,,,
1.69172975,I2C,\,(0x5C),+,NAK,,,
1.69210825,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.6923245,I2C,C,(0x43),+,ACK,,,
1.692577,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.69279325,I2C,'255',(0xFF),+,ACK,,,
1.6930095,I2C,g,(0x67),+,ACK,,,
1.69322575,I2C,'254',(0xFE),+,ACK,,,
1.693442,I2C,'235',(0xEB),+,ACK,,,
1.69365825,I2C,'255',(0xFF),+,ACK,,,
1.6938745,I2C,P,(0x50),+,NAK,,,
1.694253,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.69446925,I2C,C,(0x43),+,ACK,,,
1.6947215,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.694938,I2C,'255',(0xFF),+,ACK,,,
1.69515425,I2C,g,(0x67),+,ACK,,,
1.69537025,I2C,'254',(0xFE),+,ACK,,,
1.6955865,I2C,'235',(0xEB),+,ACK,,,
1.695803,I2C,'255',(0xFF),+,ACK,,,
1.69601925,I2C,o,(0x6F),+,NAK,,,
1.69639775,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.696614,I2C,C,(0x43),+,ACK,,,
1.69686625,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.6970825,I2C,'255',(0xFF),+,ACK,,,
1.69729875,I2C,u,(0x75),+,ACK,,,
1.697515,I2C,'255',(0xFF),+,ACK,,,
1.69773125,I2C,\n,(0x0A),+,ACK,,,
1.69794775,I2C,'255',(0xFF),+,ACK,,,
1.698164,I2C,|,(0x7C),+,NAK,,,
1.6985425,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.69875875,I2C,C,(0x43),+,ACK,,,
1.699011,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.6992275,I2C,'255',(0xFF),+,ACK,,,
1.69944375,I2C,q,(0x71),+,ACK,,,
1.69966,I2C,'254',(0xFE),+,ACK,,,
1.69987625,I2C,'179',(0xB3),+,ACK,,,
1.7000925,I2C,'255',(0xFF),+,ACK,,,
1.70030875,I2C,e,(0x65),+,NAK,,,
1.700687,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.70090325,I2C,C,(0x43),+,ACK,,,
1.70115575,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.701372,I2C,'255',(0xFF),+,ACK,,,
1.701588,I2C,'146',(0x92),+,ACK,,,
1.70180425,I2C,'254',(0xFE),+,ACK,,,
1.7020205,I2C,'218',(0xDA),+,ACK,,,
1.70223675,I2C,'255',(0xFF),+,ACK,,,
1.702453,I2C,\,(0x5C),+,NAK,,,
1.7028315,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.7030475,I2C,C,(0x43),+,ACK,,,
1.7033,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.70351625,I2C,'255',(0xFF),+,ACK,,,
1.7037325,I2C,`,(0x60),+,ACK,,,
1.70394875,I2C,'254',(0xFE),+,ACK,,,
1.704165,I2C,'221',(0xDD),+,ACK,,,
1.70438125,I2C,'255',(0xFF),+,ACK,,,
1.7045975,I2C,k,(0x6B),+,NAK,,,
1.70497575,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.70519225,I2C,C,(0x43),+,ACK,,,
1.7054445,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.70566075,I2C,'255',(0xFF),+,ACK,,,
1.705877,I2C,`,(0x60),+,ACK,,,
1.70609325,I2C,'254',(0xFE),+,ACK,,,
1.7063095,I2C,'248',(0xF8),+,ACK,,,
1.70652575,I2C,'255',(0xFF),+,ACK,,,
1.706742,I2C,g,(0x67),+,NAK,,,
1.70712025,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.70733675,I2C,C,(0x43),+,ACK,,,
1.707589,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.70780525,I2C,'255',(0xFF),+,ACK,,,
1.70802175,I2C,{,(0x7B),+,ACK,,,
1.708238,I2C,'254',(0xFE),+,ACK,,,
1.70845425,I2C,'247',(0xF7),+,ACK,,,
1.7086705,I2C,'255',(0xFF),+,ACK,,,
1.70888675,I2C,f,(0x66),+,NAK,,,
1.70926525,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.7094815,I2C,C,(0x43),+,ACK,,,
1.70973375,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.70995,I2C,'255',(0xFF),+,ACK,,,
1.71016625,I2C,|,(0x7C),+,ACK,,,
1.7103825,I2C,'254',(0xFE),+,ACK,,,
1.71059875,I2C,'251',(0xFB),+,ACK,,,
1.710815,I2C,'255',(0xFF),+,ACK,,,
1.71103125,I2C,{,(0x7B),+,NAK,,,
1.71140975,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.711626,I2C,C,(0x43),+,ACK,,,
1.71187825,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.7120945,I2C,'255',(0xFF),+,ACK,,,
1.71231075,I2C,_,(0x5F),+,ACK,,,
1.71252725,I2C,'254',(0xFE),+,ACK,,,
1.7127435,I2C,'243',(0xF3),+,ACK,,,
1.71295975,I2C,'255',(0xFF),+,ACK,,,
1.713176,I2C,l,(0x6C),+,NAK,,,
1.71355475,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.71377075,I2C,C,(0x43),+,ACK,,,
1.71402325,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.7142395,I2C,'255',(0xFF),+,ACK,,,
1.7144555,I2C,'141',(0x8D),+,ACK,,,
1.714672,I2C,'254',(0xFE),+,ACK,,,
1.71488825,I2C,'247',(0xF7),+,ACK,,,
1.7151045,I2C,'255',(0xFF),+,ACK,,,
1.7153205,I2C,n,(0x6E),+,NAK,,,
1.715699,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.71591525,I2C,C,(0x43),+,ACK,,,
1.7161675,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.71638375,I2C,'255',(0xFF),+,ACK,,,
1.7166,I2C,s,(0x73),+,ACK,,,
1.71681625,I2C,'254',(0xFE),+,ACK,,,
1.7170325,I2C,'204',(0xCC),+,ACK,,,
1.71724875,I2C,'255',(0xFF),+,ACK,,,
1.717465,I2C,w,(0x77),+,NAK,,,
1.7178435,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.71805975,I2C,C,(0x43),+,ACK,,,
1.718312,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.71852825,I2C,'255',(0xFF),+,ACK,,,
1.71874475,I2C,e,(0x65),+,ACK,,,
1.71896075,I2C,'254',(0xFE),+,ACK,,,
1.719177,I2C,'248',(0xF8),+,ACK,,,
1.71939325,I2C,'255',(0xFF),+,ACK,,,
1.71960975,I2C,n,(0x6E),+,NAK,,,
1.71998825,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.7202045,I2C,C,(0x43),+,ACK,,,
1.72045675,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.720673,I2C,'255',(0xFF),+,ACK,,,
1.72088925,I2C,'138',(0x8A),+,ACK,,,
1.7211055,I2C,'254',(0xFE),+,ACK,,,
1.72132175,I2C,'232',(0xE8),+,ACK,,,
1.721538,I2C,'255',(0xFF),+,ACK,,,
1.72175425,I2C,`,(0x60),+,NAK,,,
1.72213275,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.72234875,I2C,C,(0x43),+,ACK,,,
1.72260125,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.7228175,I2C,'255',(0xFF),+,ACK,,,
1.72303375,I2C,_,(0x5F),+,ACK,,,
1.72325,I2C,'254',(0xFE),+,ACK,,,
1.72346625,I2C,'222',(0xDE),+,ACK,,,
1.7236825,I2C,'255',(0xFF),+,ACK,,,
1.72389875,I2C,i,(0x69),+,NAK,,,
1.72427725,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.7244935,I2C,C,(0x43),+,ACK,,,
1.72474575,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.724962,I2C,'255',(0xFF),+,ACK,,,
1.72517825,I2C,x,(0x78),+,ACK,,,
1.7253945,I2C,'254',(0xFE),+,ACK,,,
1.72561075,I2C,'214',(0xD6),+,ACK,,,
1.725827,I2C,'255',(0xFF),+,ACK,,,
1.72604325,I2C,f,(0x66),+,NAK,,,
1.72642175,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.726638,I2C,C,(0x43),+,ACK,,,
1.7268905,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.72710675,I2C,'255',(0xFF),+,ACK,,,
1.727323,I2C,w,(0x77),+,ACK,,,
1.72753925,I2C,'254',(0xFE),+,ACK,,,
1.7277555,I2C,'251',(0xFB),+,ACK,,,
1.72797175,I2C,'255',(0xFF),+,ACK,,,
1.728188,I2C,a,(0x61),+,NAK,,,
1.7285665,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.72878275,I2C,C,(0x43),+,ACK,,,
1.72903525,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.7292515,I2C,'255',(0xFF),+,ACK,,,
1.72946775,I2C,'127',(0x7F),+,ACK,,,
1.729684,I2C,'254',(0xFE),+,ACK,,,
1.72990025,I2C,'233',(0xE9),+,ACK,,,
1.73011675,I2C,'255',(0xFF),+,ACK,,,
1.730333,I2C,R,(0x52),+,NAK,,,
1.7307115,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.73092775,I2C,C,(0x43),+,ACK,,,
1.73118,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.7313965,I2C,'255',(0xFF),+,ACK,,,
1.73161275,I2C,l,(0x6C),+,ACK,,,
1.731829,I2C,'254',(0xFE),+,ACK,,,
1.73204525,I2C,'214',(0xD6),+,ACK,,,
1.7322615,I2C,'255',(0xFF),+,ACK,,,
1.73247775,I2C,{,(0x7B),+,NAK,,,
1.732856,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.73307225,I2C,C,(0x43),+,ACK,,,
1.7333245,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.733541,I2C,'255',(0xFF),+,ACK,,,
1.73375725,I2C,X,(0x58),+,ACK,,,
1.73397325,I2C,'254',(0xFE),+,ACK,,,
1.7341895,I2C,'208',(0xD0),+,ACK,,,
1.734406,I2C,'255',(0xFF),+,ACK,,,
1.734622,I2C,g,(0x67),+,NAK,,,
1.7350005,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.73521675,I2C,C,(0x43),+,ACK,,,
1.73546925,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.7356855,I2C,'255',(0xFF),+,ACK,,,
1.73590175,I2C,},(0x7D),+,ACK,,,
1.73611775,I2C,'254',(0xFE),+,ACK,,,
1.73633425,I2C,'238',(0xEE),+,ACK,,,
1.7365505,I2C,'255',(0xFF),+,ACK,,,
1.73676675,I2C,N,(0x4E),+,NAK,,,
1.73714525,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.7373615,I2C,C,(0x43),+,ACK,,,
1.73761375,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.73783,I2C,'255',(0xFF),+,ACK,,,
1.73804625,I2C,p,(0x70),+,ACK,,,
1.7382625,I2C,'254',(0xFE),+,ACK,,,
1.73847875,I2C,'214',(0xD6),+,ACK,,,
1.738695,I2C,'255',(0xFF),+,ACK,,,
1.73891125,I2C,b,(0x62),+,NAK,,,
1.7392895,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.739506,I2C,C,(0x43),+,ACK,,,
1.73975825,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.7399745,I2C,'255',(0xFF),+,ACK,,,
1.7401905,I2C,'141',(0x8D),+,ACK,,,
1.74040675,I2C,'254',(0xFE),+,ACK,,,
1.74062325,I2C,'241',(0xF1),+,ACK,,,
1.74083925,I2C,'255',(0xFF),+,ACK,,,
1.7410555,I2C,\,(0x5C),+,NAK,,,
1.741434,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.74165025,I2C,C,(0x43),+,ACK,,,
1.7419025,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.74211875,I2C,'255',(0xFF),+,ACK,,,
1.74233475,I2C,p,(0x70),+,ACK,,,
1.742551,I2C,'254',(0xFE),+,ACK,,,
1.74276725,I2C,'253',(0xFD),+,ACK,,,
1.7429835,I2C,'255',(0xFF),+,ACK,,,
1.74319975,I2C,e,(0x65),+,NAK,,,
1.74357825,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.7437945,I2C,C,(0x43),+,ACK,,,
1.74404675,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.744263,I2C,'255',(0xFF),+,ACK,,,
1.744479,I2C,f,(0x66),+,ACK,,,
1.74469525,I2C,'255',(0xFF),+,ACK,,,
1.7449115,I2C,'7',(0x07),+,ACK,,,
1.74512775,I2C,'255',(0xFF),+,ACK,,,
1.745344,I2C,_,(0x5F),+,NAK,,,
1.7457225,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.74593875,I2C,C,(0x43),+,ACK,,,
1.746191,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.746407,I2C,'255',(0xFF),+,ACK,,,
1.74662325,I2C,'141',(0x8D),+,ACK,,,
1.74683975,I2C,'254',(0xFE),+,ACK,,,
1.747056,I2C,'233',(0xE9),+,ACK,,,
1.74727225,I2C,'255',(0xFF),+,ACK,,,
1.74748825,I2C,j,(0x6A),+,NAK,,,
1.74786675,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.748083,I2C,C,(0x43),+,ACK,,,
1.74833525,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.7485515,I2C,'255',(0xFF),+,ACK,,,
1.74876775,I2C,p,(0x70),+,ACK,,,
1.748984,I2C,'254',(0xFE),+,ACK,,,
1.74920025,I2C,'216',(0xD8),+,ACK,,,
1.7494165,I2C,'255',(0xFF),+,ACK,,,
1.74963275,I2C,t,(0x74),+,NAK,,,
1.7500115,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.75022775,I2C,C,(0x43),+,ACK,,,
1.75048,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.75069625,I2C,'255',(0xFF),+,ACK,,,
1.7509125,I2C,'131',(0x83),+,ACK,,,
1.751129,I2C,'254',(0xFE),+,ACK,,,
1.751345,I2C,'239',(0xEF),+,ACK,,,
1.75156125,I2C,'255',(0xFF),+,ACK,,,
1.7517775,I2C,[,(0x5B),+,NAK,,,
1.75215625,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.75237225,I2C,C,(0x43),+,ACK,,,
1.75262475,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.75284075,I2C,'255',(0xFF),+,ACK,,,
1.75305725,I2C,q,(0x71),+,ACK,,,
1.7532735,I2C,'254',(0xFE),+,ACK,,,
1.7534895,I2C,'230',(0xE6),+,ACK,,,
1.75370575,I2C,'255',(0xFF),+,ACK,,,
1.75392225,I2C,g,(0x67),+,NAK,,,
1.75430075,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.754517,I2C,C,(0x43),+,ACK,,,
1.7547695,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.75498575,I2C,'255',(0xFF),+,ACK,,,
1.755202,I2C,|,(0x7C),+,ACK,,,
1.75541825,I2C,'254',(0xFE),+,ACK,,,
1.7556345,I2C,'231',(0xE7),+,ACK,,,
1.75585075,I2C,'255',(0xFF),+,ACK,,,
1.756067,I2C,d,(0x64),+,NAK,,,
1.7564455,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.75666175,I2C,C,(0x43),+,ACK,,,
1.756914,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.75713025,I2C,'255',(0xFF),+,ACK,,,
1.7573465,I2C,k,(0x6B),+,ACK,,,
1.75756275,I2C,'254',(0xFE),+,ACK,,,
1.757779,I2C,'214',(0xD6),+,ACK,,,
1.75799525,I2C,'255',(0xFF),+,ACK,,,
1.7582115,I2C,z,(0x7A),+,NAK,,,
1.75859,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.75880625,I2C,C,(0x43),+,ACK,,,
1.7590585,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.75927475,I2C,'255',(0xFF),+,ACK,,,
1.75949125,I2C,~,(0x7E),+,ACK,,,
1.75970725,I2C,'254',(0xFE),+,ACK,,,
1.7599235,I2C,'238',(0xEE),+,ACK,,,
1.76013975,I2C,'255',(0xFF),+,ACK,,,
1.760356,I2C,l,(0x6C),+,NAK,,,
1.7607345,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.76095075,I2C,C,(0x43),+,ACK,,,
1.761203,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.7614195,I2C,'255',(0xFF),+,ACK,,,
1.76163575,I2C,},(0x7D),+,ACK,,,
1.761852,I2C,'255',(0xFF),+,ACK,,,
1.76206825,I2C,'4',(0x04),+,ACK,,,
1.7622845,I2C,'255',(0xFF),+,ACK,,,
1.76250075,I2C,e,(0x65),+,NAK,,,
1.762879,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.76309525,I2C,C,(0x43),+,ACK,,,
1.7633475,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.76356375,I2C,'255',(0xFF),+,ACK,,,
1.76378,I2C,s,(0x73),+,ACK,,,
1.76399625,I2C,'254',(0xFE),+,ACK,,,
1.7642125,I2C,'223',(0xDF),+,ACK,,,
1.76442875,I2C,'255',(0xFF),+,ACK,,,
1.764645,I2C,t,(0x74),+,NAK,,,
1.7650235,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.76523975,I2C,C,(0x43),+,ACK,,,
1.765492,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.76570825,I2C,'255',(0xFF),+,ACK,,,
1.7659245,I2C,'134',(0x86),+,ACK,,,
1.76614075,I2C,'254',(0xFE),+,ACK,,,
1.766357,I2C,'241',(0xF1),+,ACK,,,
1.76657325,I2C,'255',(0xFF),+,ACK,,,
1.7667895,I2C,X,(0x58),+,NAK,,,
1.76716775,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.767384,I2C,C,(0x43),+,ACK,,,
1.76763625,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.76785275,I2C,'255',(0xFF),+,ACK,,,
1.768069,I2C,y,(0x79),+,ACK,,,
1.76828525,I2C,'254',(0xFE),+,ACK,,,
1.7685015,I2C,'232',(0xE8),+,ACK,,,
1.76871775,I2C,'255',(0xFF),+,ACK,,,
1.768934,I2C,t,(0x74),+,NAK,,,
1.7693125,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.7695285,I2C,C,(0x43),+,ACK,,,
1.769781,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.76999725,I2C,'255',(0xFF),+,ACK,,,
1.7702135,I2C,Y,(0x59),+,ACK,,,
1.77042975,I2C,'254',(0xFE),+,ACK,,,
1.770646,I2C,'229',(0xE5),+,ACK,,,
1.77086225,I2C,'255',(0xFF),+,ACK,,,
1.7710785,I2C,b,(0x62),+,NAK,,,
1.771457,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.77167325,I2C,C,(0x43),+,ACK,,,
1.77192575,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.772142,I2C,'255',(0xFF),+,ACK,,,
1.77235825,I2C,h,(0x68),+,ACK,,,
1.7725745,I2C,'254',(0xFE),+,ACK,,,
1.772791,I2C,'244',(0xF4),+,ACK,,,
1.77300725,I2C,'255',(0xFF),+,ACK,,,
1.7732235,I2C,z,(0x7A),+,NAK,,,
1.773602,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.77381825,I2C,C,(0x43),+,ACK,,,
1.7740705,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.77428675,I2C,'255',(0xFF),+,ACK,,,
1.774503,I2C,'130',(0x82),+,ACK,,,
1.77471925,I2C,'254',(0xFE),+,ACK,,,
1.7749355,I2C,'217',(0xD9),+,ACK,,,
1.77515175,I2C,'255',(0xFF),+,ACK,,,
1.775368,I2C,n,(0x6E),+,NAK,,,
1.77574625,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.7759625,I2C,C,(0x43),+,ACK,,,
1.77621475,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.776431,I2C,'255',(0xFF),+,ACK,,,
1.77664725,I2C,y,(0x79),+,ACK,,,
1.7768635,I2C,'254',(0xFE),+,ACK,,,
1.77707975,I2C,'218',(0xDA),+,ACK,,,
1.777296,I2C,'255',(0xFF),+,ACK,,,
1.77751225,I2C,v,(0x76),+,NAK,,,
1.7778905,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.778107,I2C,C,(0x43),+,ACK,,,
1.77835925,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.7785755,I2C,'255',(0xFF),+,ACK,,,
1.7787915,I2C,o,(0x6F),+,ACK,,,
1.779008,I2C,'254',(0xFE),+,ACK,,,
1.779224,I2C,'210',(0xD2),+,ACK,,,
1.77944025,I2C,'255',(0xFF),+,ACK,,,
1.7796565,I2C,d,(0x64),+,NAK,,,
1.780035,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.78025125,I2C,C,(0x43),+,ACK,,,
1.7805035,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.78071975,I2C,'255',(0xFF),+,ACK,,,
1.780936,I2C,'129',(0x81),+,ACK,,,
1.78115225,I2C,'254',(0xFE),+,ACK,,,
1.7813685,I2C,'251',(0xFB),+,ACK,,,
1.78158475,I2C,'255',(0xFF),+,ACK,,,
1.781801,I2C,d,(0x64),+,NAK,,,
1.7821795,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.78239575,I2C,C,(0x43),+,ACK,,,
1.782648,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.78286425,I2C,'255',(0xFF),+,ACK,,,
1.7830805,I2C,t,(0x74),+,ACK,,,
1.78329675,I2C,'254',(0xFE),+,ACK,,,
1.783513,I2C,'224',(0xE0),+,ACK,,,
1.78372925,I2C,'255',(0xFF),+,ACK,,,
1.78394525,I2C,j,(0x6A),+,NAK,,,
1.784324,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.78454025,I2C,C,(0x43),+,ACK,,,
1.7847925,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
